sample_id,split,split_index,scene_type,length_bucket,gt_changed_edge_count,gt_target_edge_count,no_anchor,parse_fail,strict_parse_fail,parse_confidence,anchor_count,mapped_edge_count,infer_time_s,sparse_dense_weight_mae,sparse_MAE_on_changed_edges,sparse_MAE_on_target_edges,sparse_gt_changed_edge_recall,sparse_target_recall,main_method,main_dense_weight_mae,main_MAE_on_changed_edges,main_MAE_on_target_edges,main_gt_changed_edge_recall,main_target_recall,main_dense_mae_delta_vs_sparse,main_changed_mae_delta_vs_sparse,main_target_mae_delta_vs_sparse,main_gt_changed_recall_delta_vs_sparse,main_target_recall_delta_vs_sparse,appendix_method,appendix_dense_weight_mae,appendix_MAE_on_changed_edges,appendix_MAE_on_target_edges,appendix_gt_changed_edge_recall,appendix_target_recall,appendix_dense_mae_delta_vs_sparse,appendix_changed_mae_delta_vs_sparse,appendix_target_mae_delta_vs_sparse,appendix_gt_changed_recall_delta_vs_sparse,appendix_target_recall_delta_vs_sparse,prediction_raw_preview,constraint_text
val_special:38,val_special,38,directional_asymmetry,medium,4,2,False,False,False,0.98,1,2,1.1836,0.0167,0.4,0.0,50.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.2125,0.5,0.0,50.0,100.0,0.1958,0.1,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2544,1.505,2.01,50.0,100.0,0.2377,1.105,2.01,0.0,0.0,<think>\nscene=directional_asymmetry\nanchor_count=1\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=经一路|DIR=向北|RANGE=政七街至纬五路|LEVEL=严重拥堵,方向不对称约束：经一路政七街至纬五路段向北车流积压严重拥堵；经一路政七街至纬五路段向南畅通无阻
val_special:39,val_special,39,propagation_range,long,3,3,False,False,False,0.98,2,3,1.6214,0.0,0.0,0.0,100.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.1938,0.0,0.0,100.0,100.0,0.1938,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2048,0.3533,0.3533,100.0,100.0,0.2048,0.3533,0.3533,0.0,0.0,<think>\nscene=propagation_range\nanchor_count=2\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=黄河路|DIR=向西|RANGE=经一路至经六路|LEVEL=封闭\nANCHOR|ROAD=经三路|DIR=向南|RANGE=政七街至黄河路|LEVEL=中度拥堵,当前需要根据传播范围与外溢进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 黄河路经一路至经六路段向西临时封闭管制；经三路政七街至黄河路段向南车流较大缓行 若有排队外溢，应注意主事件与波及范围不是同一强度。 其余未明确提及路段按常态理解，不要额外扩大影响范围。
val_special:4,val_special,4,compound_disaster,short,7,7,False,False,False,0.98,3,7,1.913,0.0,0.0,0.0,100.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.1854,0.0,0.0,100.0,100.0,0.1854,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2284,0.59,0.59,100.0,100.0,0.2284,0.59,0.59,0.0,0.0,<think>\nscene=compound_disaster\nanchor_count=3\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=花园路|DIR=向南|RANGE=全线|LEVEL=封闭\nANCHOR|ROAD=农业路|DIR=向东|RANGE=经八路至花园路|LEVEL=严重拥堵\nANCHOR|ROAD=政七街|DIR=向东|RANGE=经八路至未来路|LEVEL=中度拥堵,花园路全线向南施工全封闭；农业路经八路至花园路段向东追尾事故严重拥堵
val_special:40,val_special,40,compound_disaster,medium,6,5,False,False,False,0.98,3,5,2.0431,0.0083,0.1333,0.0,83.3,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.1979,0.1667,0.0,83.3,100.0,0.1896,0.0334,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2508,1.0133,1.016,83.3,100.0,0.2425,0.88,1.016,0.0,0.0,<think>\nscene=compound_disaster\nanchor_count=3\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=花园路|DIR=向北|RANGE=红专路至黄河路|LEVEL=封闭\nANCHOR|ROAD=红专路|DIR=向东|RANGE=经一路至经六路|LEVEL=严重拥堵\nANCHOR|ROAD=未来路|DIR=向北|RANGE=农业路至红专路|LEVEL=中度拥堵,多事件复合灾害：花园路红专路至黄河路段向北临时封闭管制；红专路经一路至经六路段向东排队长度明显增加；未来路农业路至红专路段向北车流较大缓行；黄河路花园路至未来路段向东车流顺畅
val_special:41,val_special,41,compound_disaster,long,10,9,False,False,False,0.98,3,9,2.0504,0.0083,0.08,0.0,90.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.1896,0.1,0.0,90.0,100.0,0.1813,0.02,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2535,0.714,0.6822,90.0,100.0,0.2452,0.634,0.6822,0.0,0.0,<think>\nscene=compound_disaster\nanchor_count=3\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=黄河路|DIR=向东|RANGE=全线|LEVEL=封闭\nANCHOR|ROAD=纬五路|DIR=向西|RANGE=经三路至经八路|LEVEL=严重拥堵\nANCHOR|ROAD=经八路|DIR=向南|RANGE=农业路至政七街|LEVEL=中度拥堵,当前需要根据多事件复合灾害进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 黄河路全线向东临时封闭管制；纬五路经三路至经八路段向西追尾事故严重拥堵；经八路农业路至政七街段向南中度拥堵缓行；经八路红专路至政七街段向北畅通无阻 其余未明确提及路段按常态理解，不要额外扩大影响范围。
val_special:42,val_special,42,directional_asymmetry,medium,1,1,False,False,False,0.98,1,1,1.2044,0.0,0.0,0.0,100.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.1979,0.0,0.0,100.0,100.0,0.1979,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.1979,0.0,0.0,100.0,100.0,0.1979,0.0,0.0,0.0,0.0,<think>\nscene=directional_asymmetry\nanchor_count=1\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=经三路|DIR=向北|RANGE=黄河路至纬五路|LEVEL=封闭,方向不对称约束：经三路黄河路至纬五路段向北施工全封闭；经三路黄河路至纬五路段向南交通基本正常
val_special:43,val_special,43,compound_disaster,medium,8,8,False,False,False,0.98,3,8,2.0138,0.0,0.0,0.0,100.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.1833,0.0,0.0,100.0,100.0,0.1833,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2572,0.8862,0.8862,100.0,100.0,0.2572,0.8862,0.8862,0.0,0.0,<think>\nscene=compound_disaster\nanchor_count=3\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=经六路|DIR=向北|RANGE=全线|LEVEL=封闭\nANCHOR|ROAD=红专路|DIR=向东|RANGE=经一路至经八路|LEVEL=严重拥堵\nANCHOR|ROAD=纬五路|DIR=向东|RANGE=花园路至未来路|LEVEL=中度拥堵,多事件复合灾害：经六路全线向北事故处置封闭；红专路经一路至经八路段向东排队长度明显增加；纬五路花园路至未来路段向东中度拥堵缓行
val_special:44,val_special,44,temporal_switch,noisy_long,0,0,False,False,False,0.98,1,1,1.1865,0.0573,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.2552,0.0,0.0,0.0,0.0,0.1979,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2343,0.0,0.0,0.0,0.0,0.177,0.0,0.0,0.0,0.0,<think>\nscene=temporal_switch\nanchor_count=1\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=经三路|DIR=向北|RANGE=红专路至政七街|LEVEL=严重拥堵,当前需要根据时段切换约束进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 早高峰07:00-09:00经三路向北排队长度明显增加；经三路向北当前时间10:40，已恢复正常 若描述里同时出现历史状态和当前状态，应以当前时段为准。 气象部门提示傍晚仍有小雨，但目前并未形成新增积水。 气象部门提示傍晚仍有小雨，但目前并未形成新增积水。 部分播报会提到周边商圈或停车场信息，但主判断仍以道路方向、区间、时段和传播范围为核心。
val_special:45,val_special,45,compound_disaster,long,5,5,False,False,False,0.98,3,5,2.1621,0.0,0.0,0.0,100.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.1896,0.0,0.0,100.0,100.0,0.1896,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2535,1.228,1.228,100.0,100.0,0.2535,1.228,1.228,0.0,0.0,<think>\nscene=compound_disaster\nanchor_count=3\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=黄河路|DIR=向西|RANGE=经三路至经六路|LEVEL=封闭\nANCHOR|ROAD=纬五路|DIR=向西|RANGE=经三路至经八路|LEVEL=严重拥堵\nANCHOR|ROAD=花园路|DIR=向北|RANGE=农业路至政七街|LEVEL=中度拥堵,当前需要根据多事件复合灾害进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 黄河路经三路至经六路段向西临时封闭管制；纬五路经三路至经八路段向西追尾事故严重拥堵；花园路农业路至政七街段向北车流较大缓行 其余未明确提及路段按常态理解，不要额外扩大影响范围。
val_special:46,val_special,46,compound_disaster,long,5,4,False,False,False,0.98,3,4,2.0655,0.0083,0.16,0.0,80.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.2,0.2,0.0,80.0,100.0,0.1917,0.04,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2419,1.004,1.005,80.0,100.0,0.2336,0.844,1.005,0.0,0.0,<think>\nscene=compound_disaster\nanchor_count=3\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=黄河路|DIR=向东|RANGE=经八路至未来路|LEVEL=封闭\nANCHOR|ROAD=农业路|DIR=向西|RANGE=经六路至花园路|LEVEL=严重拥堵\nANCHOR|ROAD=黄河路|DIR=向东|RANGE=经八路至花园路|LEVEL=中度拥堵,当前需要根据多事件复合灾害进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 黄河路经八路至未来路段向东施工全封闭；农业路经六路至花园路段向西追尾事故严重拥堵；黄河路经八路至花园路段向东中度拥堵缓行；政七街经一路至经三路段向西畅通无阻 其余未明确提及路段按常态理解，不要额外扩大影响范围。
val_special:47,val_special,47,core_blockage,long,7,5,False,False,False,0.98,2,5,1.5738,0.0167,0.2286,0.0,71.4,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.2063,0.2857,0.0,71.4,100.0,0.1896,0.0571,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2173,0.4371,0.212,71.4,100.0,0.2006,0.2085,0.212,0.0,0.0,<think>\nscene=core_blockage\nanchor_count=2\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=花园路|DIR=向北|RANGE=全线|LEVEL=封闭\nANCHOR|ROAD=黄河路|DIR=向东|RANGE=经六路至经八路|LEVEL=中度拥堵,当前需要根据核心通道阻断进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 花园路全线向北事故处置封闭；农业路经八路至未来路段向东畅通无阻；黄河路经六路至经八路段向东排队通行效率下降 其余未明确提及路段按常态理解，不要额外扩大影响范围。
val_special:48,val_special,48,core_blockage,noisy_long,5,2,False,False,False,0.98,2,2,1.6508,0.025,0.48,0.0,40.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.2208,0.6,0.0,40.0,100.0,0.1958,0.12,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2319,0.812,0.53,40.0,100.0,0.2069,0.332,0.53,0.0,0.0,<think>\nscene=core_blockage\nanchor_count=2\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=经六路|DIR=向北|RANGE=黄河路至纬五路|LEVEL=封闭\nANCHOR|ROAD=政七街|DIR=向西|RANGE=花园路至未来路|LEVEL=中度拥堵,当前需要根据核心通道阻断进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 经六路黄河路至纬五路段向北临时封闭管制；红专路经六路至未来路段向东畅通无阻；政七街花园路至未来路段向西排队通行效率下降 交警提醒周边停车场正在分流车辆，不过主路仍可通行。 气象部门提示傍晚仍有小雨，但目前并未形成新增积水。 部分播报会提到周边商圈或停车场信息，但主判断仍以道路方向、区间、时段和传播范围为核心。
val_special:49,val_special,49,temporal_switch,noisy_long,1,1,False,False,False,0.98,1,1,1.1306,0.0,0.0,0.0,100.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.1979,0.0,0.0,100.0,100.0,0.1979,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2189,2.01,2.01,100.0,100.0,0.2189,2.01,2.01,0.0,0.0,<think>\nscene=temporal_switch\nanchor_count=1\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=经六路|DIR=向北|RANGE=黄河路至纬五路|LEVEL=严重拥堵,当前需要根据时段切换约束进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 早高峰07:00-09:00经六路向北车流积压严重拥堵；经六路向北09:30后恢复正常 若描述里同时出现历史状态和当前状态，应以当前时段为准。 有市民反映支路口偶尔压车，不过主约束仍以当前干道情况为准。 有市民反映支路口偶尔压车，不过主约束仍以当前干道情况为准。 部分播报会提到周边商圈或停车场信息，但主判断仍以道路方向、区间、时段和传播范围为核心。
val_special:5,val_special,5,compound_disaster,medium,4,4,False,False,False,0.98,2,3,1.5187,0.0312,0.75,0.75,75.0,75.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.2208,0.7,0.7,75.0,75.0,0.1896,-0.05,-0.05,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2418,1.2025,1.2025,75.0,75.0,0.2106,0.4525,0.4525,0.0,0.0,<think>\nscene=compound_disaster\nanchor_count=2\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=花园路|DIR=向南|RANGE=农业路至政七街|LEVEL=封闭\nANCHOR|ROAD=政七街|DIR=向东|RANGE=花园路至未来路|LEVEL=严重拥堵,多事件复合灾害：花园路农业路至政七街段向南事故处置封闭；政七街花园路至未来路段向东车流积压严重拥堵；政七街经一路至经三路段向东排队通行效率下降
val_special:50,val_special,50,temporal_switch,noisy_long,1,1,False,False,False,0.98,1,1,1.1283,0.0,0.0,0.0,100.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.1979,0.0,0.0,100.0,100.0,0.1979,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2189,2.01,2.01,100.0,100.0,0.2189,2.01,2.01,0.0,0.0,<think>\nscene=temporal_switch\nanchor_count=1\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=政七街|DIR=向西|RANGE=经八路至花园路|LEVEL=严重拥堵,当前需要根据时段切换约束进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 早高峰07:00-09:00政七街向西追尾事故严重拥堵；政七街向西09:30后恢复正常 若描述里同时出现历史状态和当前状态，应以当前时段为准。 交警提醒周边停车场正在分流车辆，不过主路仍可通行。 导航播报中还提到相邻商圈有出库车流，但不直接改变本段主判断。 部分播报会提到周边商圈或停车场信息，但主判断仍以道路方向、区间、时段和传播范围为核心。
val_special:51,val_special,51,core_blockage,short,4,4,False,False,False,0.98,1,4,1.0376,0.0,0.0,0.0,100.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.1917,0.0,0.0,100.0,100.0,0.1917,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.1917,0.0,0.0,100.0,100.0,0.1917,0.0,0.0,0.0,0.0,<think>\nscene=core_blockage\nanchor_count=1\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=经六路|DIR=向南|RANGE=全线|LEVEL=封闭,经六路全线向南施工全封闭；政七街经一路至经八路段向西交通基本正常
val_special:52,val_special,52,propagation_range,medium,4,4,False,False,False,0.98,2,4,1.5993,0.0,0.0,0.0,100.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.1917,0.0,0.0,100.0,100.0,0.1917,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2655,1.7725,1.7725,100.0,100.0,0.2655,1.7725,1.7725,0.0,0.0,<think>\nscene=propagation_range\nanchor_count=2\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=黄河路|DIR=向西|RANGE=经六路至未来路|LEVEL=严重拥堵\nANCHOR|ROAD=未来路|DIR=向北|RANGE=政七街至黄河路|LEVEL=中度拥堵,传播范围与外溢：黄河路经六路至未来路段向西排队长度明显增加；未来路政七街至黄河路段向北车流较大缓行
val_special:53,val_special,53,propagation_range,medium,3,3,False,False,False,0.98,2,3,1.57,0.0,0.0,0.0,100.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.1938,0.0,0.0,100.0,100.0,0.1938,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2048,0.3533,0.3533,100.0,100.0,0.2048,0.3533,0.3533,0.0,0.0,<think>\nscene=propagation_range\nanchor_count=2\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=黄河路|DIR=向东|RANGE=经一路至经六路|LEVEL=封闭\nANCHOR|ROAD=经一路|DIR=向北|RANGE=红专路至政七街|LEVEL=中度拥堵,传播范围与外溢：黄河路经一路至经六路段向东临时封闭管制；经一路红专路至政七街段向北中度拥堵缓行
val_special:54,val_special,54,compound_disaster,noisy_long,8,8,False,False,False,0.98,3,8,1.9455,0.0,0.0,0.0,100.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.1833,0.0,0.0,100.0,100.0,0.1833,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2363,0.635,0.635,100.0,100.0,0.2363,0.635,0.635,0.0,0.0,<think>\nscene=compound_disaster\nanchor_count=3\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=黄河路|DIR=向东|RANGE=全线|LEVEL=封闭\nANCHOR|ROAD=红专路|DIR=向东|RANGE=经六路至花园路|LEVEL=严重拥堵\nANCHOR|ROAD=未来路|DIR=向北|RANGE=红专路至政七街|LEVEL=中度拥堵,当前需要根据多事件复合灾害进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 黄河路全线向东施工全封闭；红专路经六路至花园路段向东追尾事故严重拥堵；未来路红专路至政七街段向北中度拥堵缓行 有市民反映支路口偶尔压车，不过主约束仍以当前干道情况为准。 导航播报中还提到相邻商圈有出库车流，但不直接改变本段主判断。 部分播报会提到周边商圈或停车场信息，但主判断仍以道路方向、区间、时段和传播范围为核心。
val_special:55,val_special,55,compound_disaster,noisy_long,5,4,False,False,False,0.98,3,4,1.9949,0.0083,0.16,0.0,80.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.2,0.2,0.0,80.0,100.0,0.1917,0.04,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.243,1.026,1.0325,80.0,100.0,0.2347,0.866,1.0325,0.0,0.0,<think>\nscene=compound_disaster\nanchor_count=3\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=黄河路|DIR=向西|RANGE=经六路至经八路|LEVEL=封闭\nANCHOR|ROAD=经一路|DIR=向南|RANGE=农业路至红专路|LEVEL=严重拥堵\nANCHOR|ROAD=红专路|DIR=向西|RANGE=经一路至经六路|LEVEL=中度拥堵,当前需要根据多事件复合灾害进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 黄河路经六路至经八路段向西施工全封闭；经一路农业路至红专路段向南追尾事故严重拥堵；红专路经一路至经六路段向西排队通行效率下降；经八路红专路至政七街段向南车流顺畅 气象部门提示傍晚仍有小雨，但目前并未形成新增积水。 气象部门提示傍晚仍有小雨，但目前并未形成新增积水。 部分播报会提到周边商圈或停车场信息，但主判断仍以道路方向、区间、时段和传播范围为核心。
val_special:56,val_special,56,compound_disaster,short,5,5,False,False,False,0.98,3,5,1.951,0.0,0.0,0.0,100.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.1896,0.0,0.0,100.0,100.0,0.1896,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2425,1.016,1.016,100.0,100.0,0.2425,1.016,1.016,0.0,0.0,<think>\nscene=compound_disaster\nanchor_count=3\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=花园路|DIR=向北|RANGE=红专路至黄河路|LEVEL=封闭\nANCHOR|ROAD=经八路|DIR=向北|RANGE=农业路至政七街|LEVEL=严重拥堵\nANCHOR|ROAD=政七街|DIR=向东|RANGE=花园路至未来路|LEVEL=中度拥堵,花园路红专路至黄河路段向北事故处置封闭；经八路农业路至政七街段向北追尾事故严重拥堵
